timestamp,scrapeid,type,rank,title,source,publishedDate,timeSince,description,url
Sun Apr 29 14:55:39 2018,3,Top Trends,6,Perez's podium in doubt amid investigation,www.motorsport.com,None,None,None,https://www.motorsport.com/f1/news/perez-under-investigation-for-improper-drs-use-1031730/
Sun Apr 29 14:55:39 2018,3,Top Trends,7,Story of the race: Red Bull calamity triggers Bottas…,www.espn.co.uk,None,None,None,http://www.espn.co.uk/f1/story/_/id/23355962
Sun Apr 29 14:55:39 2018,3,Top Trends,8,Red Bull F1 team blames both Verstappen and…,www.autosport.com,None,None,None,https://www.autosport.com/f1/news/135684/red-bull-blames-both-drivers-for-collision
Sun Apr 29 14:55:39 2018,3,Top Trends,9,Esteban Ocon critical of Kimi Raikkonen over…,www.autosport.com,None,None,None,https://www.autosport.com/f1/news/135679/ocon-hits-out-at-raikkonen-over-clash
Sun Apr 29 14:55:39 2018,3,Top Trends,10,"Lewis Hamilton gets Baku F1 win amid chaos, Red…",www.autosport.com,None,None,None,https://www.autosport.com/f1/news/135680/hamilton-gets-win-in-baku-chaos-red-bulls-collide
Sun Apr 29 14:55:39 2018,3,Top Trends,1,"Britain, France and Germany agree on support for Iran nuclear deal",Reuters,"Sunday, April 29, 2018 at 8:18am",6 hours ago,"Britain, France and Germany have agreed that the nuclear deal that U.S. President Donald Trump has threatened to scrap remains the best way…",https://www.reuters.com/article/us-iran-nuclear-britain/britain-france-and-germany-agree-support-for-iran-nuclear-deal-idUSKBN1I00GE
Sun Apr 29 14:55:39 2018,3,Top Trends,2,"UK, France, Germany join to support Iran deal",The Hill,None,None,None,http://thehill.com/policy/international/385399-uk-france-germany-join-together-to-support-iran-deal
Sun Apr 29 14:55:39 2018,3,Top Trends,3,"Merkel, May and Macron in last-ditch effort to save…",Financial Times,None,None,None,https://www.ft.com/content/15469eb6-4bbf-11e8-97e4-13afc22d86d4
Sun Apr 29 14:55:39 2018,3,Top Trends,4,Merkel: Europe Will Push Back if Hit With Trade Tariffs,NBC Washington,None,None,None,https://www.nbcwashington.com/news/politics/Merkel-Europe-Push-Back-Trade-Tariffs-481181641.html
Sun Apr 29 14:55:39 2018,3,Top Trends,5,U.S. Allies Brace for Trade War as Tariff Negotiations…,The New York Times,None,None,None,https://www.nytimes.com/2018/04/29/us/politics/us-allies-trade-war-tariff-negotiations.html
Sun Apr 29 14:55:39 2018,3,Top Trends,6,MERKEL WARNS: The EU will 'defend its interests' if…,Business Insider,None,None,None,http://www.businessinsider.com/angela-merkel-european-union-trade-tariffs-trump-warning-2018-4
Sun Apr 29 14:55:39 2018,3,Top Trends,7,EU says 'decision time' for stalled eurozone reforms,Yahoo,None,None,None,https://www.yahoo.com/news/eu-says-decision-time-stalled-eurozone-reforms-164756319.html
Sun Apr 29 14:55:39 2018,3,Top Trends,8,European Leaders Reaffirm Commitment to Retaliate…,Bloomberg,None,None,None,https://www.bloomberg.com/news/articles/2018-04-29/european-leaders-reaffirm-commitment-to-retaliate-on-tariffs
Sun Apr 29 14:55:39 2018,3,Top Trends,9,Ross Says U.S. to Extend Duty Relief to Some…,Bloomberg,None,None,None,https://www.bloomberg.com/news/articles/2018-04-29/ross-says-u-s-to-extend-duty-relief-to-some-allies-but-not-all
Sun Apr 29 14:55:39 2018,3,Top Trends,10,"May, Macron and Merkel reaffirm backing for Iran…",Daily Mail,None,None,None,http://www.dailymail.co.uk/news/article-5671385/May-Macron-Merkel-reaffirm-backing-Iran-nuclear-deal-despite-opposition-Trump.html
Sun Apr 29 14:55:39 2018,3,Top Trends,1,"Missing, endangered 4-year-old visiting Arizona found",Fox 13 News,"Sunday, April 29, 2018 at 7:26am",7 hours ago,"WILLIAMS, Ariz. - Coconino County Sheriff's officials announced they had found a missing and endangered four-year-old Sunday morning. Kaylee…",http://fox13now.com/2018/04/29/police-seek-missing-endangered-4-year-old-visiting-arizona/
Sun Apr 29 14:55:39 2018,3,Top Trends,2,HAVE YOU SEEN HER? 4-year-old girl went missing…,12 News,None,None,None,https://www.12news.com/article/news/local/arizona/have-you-seen-her-4-year-old-girl-went-missing-in-williams/75-547018533
Sun Apr 29 14:55:39 2018,3,Top Trends,3,Body of missing kayaker recovered in Smith County,"WSMV News 4, Nashville",None,None,None,http://www.wsmv.com/story/38067890/body-of-missing-kayaker-recovered-in-smith-county
Sun Apr 29 14:55:39 2018,3,Top Trends,4,Teens injured in shooting at Wedgewood Community…,"WEAR ABC 3 News, Pensacola",None,None,None,http://weartv.com/news/local/teens-injured-in-shooting-at-wedgewood-community-center-parking-lot
Sun Apr 29 14:55:39 2018,3,Top Trends,5,Search crews find body of missing kayaker Sunday…,WKRN-TV Nashville,None,None,None,http://www.wkrn.com/news/search-to-resume-sunday-morning-for-missing-kayaker/1149564860
Sun Apr 29 14:55:39 2018,3,Top Trends,6,CCSO: 4-year-old girl disappears from Williams…,ABC15 Arizona,None,None,None,https://www.abc15.com/news/region-northern-az/other/ccso-4-year-old-girl-disappears-from-williams-home-saturday-night
Sun Apr 29 14:55:39 2018,3,Top Trends,7,Authorities used handcuffs of slain Maine sheriff's…,MassLive.com,None,None,None,http://www.masslive.com/news/index.ssf/2018/04/authorities_used_handcuffs_of.html
Sun Apr 29 14:55:39 2018,3,Top Trends,8,"Suspect steals semi, hits several other vehicles,…",FOX31 KDVR.com,None,None,None,http://kdvr.com/2018/04/29/suspect-steals-semi-hits-several-other-vehicles-jumps-from-truck-during-police-chase-in-morgan-county/
Sun Apr 29 14:55:39 2018,3,Top Trends,9,Dog being called hero for staying with missing…,ABC 8News - WRIC,None,None,None,http://www.wric.com/news/local-news/dog-being-called-hero-for-staying-with-missing-6-year-old-until-rescuers-arrived/1149695194
Sun Apr 29 14:55:39 2018,3,Top Trends,10,Sedgwick County Sheriff's deputy struck while on a…,Wichita Eagle,None,None,None,http://www.kansas.com/news/local/article210096824.html
Sun Apr 29 14:55:39 2018,3,Top Trends,1,"Happy 85th birthday, Willie Nelson! You're always on our minds",USA TODAY,"Sunday, April 29, 2018 at 12:42pm",2 hours ago,"Born in Abbott, Texas, on April 29, 1933, Willie Nelson, the original Red Headed Stranger, the father of Outlaw music, as American an icon as…",https://www.usatoday.com/picture-gallery/life/music/2013/04/29/happy-85th-birthday-willie-nelson-youre-always-on-our-minds/2120743/
Sun Apr 29 14:55:39 2018,3,Top Trends,2,"On Willie Nelson’s 85th birthday, a look at some…",Austin360,None,None,None,http://music.blog.austin360.com/2018/04/29/willie-nelson-turns-85-today-heres-a-look-back-at-some-recent-history-and-beyond/
Sun Apr 29 14:55:39 2018,3,Top Trends,3,"Willie Nelson Is 'Ready to Roar' with New Video,…",Taste of Country,None,None,None,http://tasteofcountry.com/willie-nelson-ready-to-roar/
Sun Apr 29 14:55:39 2018,3,Top Trends,4,He's still standing: Willie Nelson turns 85,My AJC,None,None,None,https://www.myajc.com/entertainment/still-standing-willie-nelson-turns/D7YXGbBLiXzsyLBwlSZFUK/
Sun Apr 29 14:55:39 2018,3,Top Trends,1,Michelle Wolf Scorches White House Correspondents Dinner,Deadline Hollywood,"Saturday, April 28, 2018 at 10:54pm",16 hours ago,"Michelle Wolf scorched the Hinckley Hilton ballroom tonight in an X-rated takedown of the media, Democrats, and Republicans, – but mostly…",http://deadline.com/2018/04/michelle-wolf-donald-trump-white-house-correspondents-dinner-jake-tapper-sarah-huckabee-sanders-video-1202378764/
Sun Apr 29 14:55:39 2018,3,Top Trends,2,5 takeaways on Michelle Wolf's hugely…,CNN,None,None,None,https://www.cnn.com/2018/04/29/politics/michelle-wolf-whcd-takeaways/index.html
Sun Apr 29 14:55:39 2018,3,Top Trends,3,Michelle Wolf skewers Sarah Huckabee Sanders at the…,Vox,None,None,None,https://www.vox.com/policy-and-politics/2018/4/29/17298834/michelle-wolf-jokes-sarah-huckabee-sanders-whcd-maggie-haberman-press-aunt-lydia
Sun Apr 29 14:55:39 2018,3,Top Trends,4,Michelle Wolf Draws Laughs and Gasps at White House…,TIME,None,None,None,http://time.com/5258942/michelle-wolf-white-house-correspondents-dinner/
Sun Apr 29 14:55:39 2018,3,Top Trends,5,Watch Michelle Wolf's Scathing White House…,Rolling Stone,None,None,None,https://www.rollingstone.com/politics/news/watch-michelle-wolfs-scathing-correspondents-dinner-speech-w519664
Sun Apr 29 14:55:39 2018,3,Top Trends,6,Michelle Wolf pushes back on criticism of Sarah…,The Hill,None,None,None,http://thehill.com/blogs/in-the-know/in-the-know/385381-michelle-wolf-pushes-back-on-criticism-of-sarah-sanders-jokes
Sun Apr 29 14:55:39 2018,3,Top Trends,7,Burning down the house: Michelle Wolf's jokes at…,NBC News,None,None,None,https://www.nbcnews.com/politics/white-house/comedian-michelle-wolf-sparks-fury-debate-roast-correspondents-dinner-n869931
Sun Apr 29 14:55:39 2018,3,Top Trends,8,White House Correspondents’ Dinner:…,Variety,None,None,None,http://variety.com/2018/politics/news/white-house-correspondents-dinner-trump-1202791225/
Sun Apr 29 14:55:39 2018,3,Top Trends,9,The harshest jokes from Michelle Wolf’s…,Washington Post,None,None,None,https://www.washingtonpost.com/news/reliable-source/wp/2018/04/29/the-harshest-jokes-from-michelle-wolfs-correspondents-dinner-speech/
Sun Apr 29 14:55:39 2018,3,Top Trends,10,7 targets Michelle Wolf took aim at during the White…,The Hill,None,None,None,http://thehill.com/homenews/media/385377-7-targets-michelle-wolf-took-aim-at-during-the-white-house-correspondents
Sun Apr 29 14:55:39 2018,3,Top Trends,1,Video: Blue Origin flies New Shepard rocket for eighth time – Spaceflight Now,spaceflightnow.com,"Sunday, April 29, 2018 at 1:26pm",About an hour ago,"Video: Blue Origin flies New Shepard rocket for eighth time April 29, 2018 Stephen Clark Video credit: Blue Origin Blue Origin’s New Shepard…",https://spaceflightnow.com/2018/04/29/video-blue-origin-flies-new-shepard-rocket-for-eighth-time/
Sun Apr 29 14:55:39 2018,3,Top Trends,2,Blue Origin Launches New Shepard Space Capsule…,Space.com,None,None,None,https://www.space.com/40439-blue-origin-launches-new-shepard-2018-test-flight.html
Sun Apr 29 14:55:39 2018,3,Top Trends,3,Jeff Bezos' Blue Origin rocket successfully lifts…,Business Insider,None,None,None,http://www.businessinsider.com/blue-origin-mission-8-rocket-launch-2018-4
Sun Apr 29 14:55:39 2018,3,Top Trends,4,Jeff Bezos' Blue Origin launches test of New…,CBS News,None,None,None,https://www.cbsnews.com/news/blue-origin-rocket-launch-watch-test-flight-of-jeff-bezos-new-shepard-rocket-live-stream-today-2018-04-29/
Sun Apr 29 14:55:39 2018,3,Top Trends,5,Watch Jeff Bezos’ space company Blue Origin…,Quartz,None,None,None,https://qz.com/1265087/watch-jeff-bezos-space-company-blue-origin-launch-its-space-tourism-rocket-new-shepard/
Sun Apr 29 14:55:39 2018,3,Top Trends,6,Jeff Bezos' Blue Origin launches rocket in…,CBS News,None,None,None,https://www.cbsnews.com/news/blue-origin-rocket-launch-watch-test-flight-today-jeff-bezos-new-shepard-rocket-2018-04-29/
Sun Apr 29 14:55:39 2018,3,Top Trends,7,"Blue Origin launches, lands New Shepard rocket…",WFTV Channel 9,None,None,None,https://www.wftv.com/news/local/blue-origin-slated-to-launch-rocket-in-texas/740820161
Sun Apr 29 14:55:39 2018,3,Top Trends,8,Blue Origin Launches its First Reusable Space…,interestingengineering.com,None,None,None,https://interestingengineering.com/blue-origin-launches-its-first-reusable-space-tourism-rocket
Sun Apr 29 14:55:39 2018,3,Top Trends,9,Watch Blue Origin launch and land its New Shepard…,CNBC,None,None,None,https://www.cnbc.com/2018/04/29/blue-origin-launches-8th-new-shepard-rocket.html
Sun Apr 29 14:55:39 2018,3,Top Trends,10,Blue Origin launch live-stream: How to watch the…,Fast Company,None,None,None,https://www.fastcompany.com/40564967/blue-origin-launch-live-stream-how-to-watch-the-new-shepard-rocket-blast-off?partner=feedburner
Sun Apr 29 14:55:39 2018,3,Top Trends,1,Duterte to Permanently Ban Sending Workers to Kuwait,Bloomberg,"Sunday, April 29, 2018 at 3:01am",11 hours ago,Philippine President Rodrigo Duterte said he will permanently stop deploying workers to Kuwait amid rocky diplomatic relations between…,https://www.bloomberg.com/news/articles/2018-04-29/duterte-to-permanently-ban-sending-workers-to-kuwait-amid-row
Sun Apr 29 14:55:39 2018,3,Top Trends,2,Duterte permanently bans Filipinos going to work in…,The Telegraph,None,None,None,https://www.telegraph.co.uk/news/2018/04/29/duterte-permanently-bans-filipinos-going-work-kuwait-maid-found/
Sun Apr 29 14:55:39 2018,3,Top Trends,3,Philippines makes ban on workers going to Kuwait…,The Charlotte Observer,None,None,None,http://www.charlotteobserver.com/news/business/national-business/article210092739.html
Sun Apr 29 14:55:39 2018,3,Top Trends,4,Philippines' Duterte calls North Korea's Kim 'hero of…,Reuters,None,None,None,https://in.reuters.com/article/northkorea-southkorea-duterte/philippines-duterte-calls-north-koreas-kim-hero-of-everybody-idINKBN1I00DH
Sun Apr 29 14:55:39 2018,3,Top Trends,5,Ban on Philippine workers going to Kuwait is now…,www.dailysabah.com,None,None,None,https://www.dailysabah.com/asia/2018/04/29/ban-on-philippine-workers-going-to-kuwait-is-now-permanent-duterte-says
Sun Apr 29 14:55:39 2018,3,Top Trends,6,Duterte calls Kim Jong Un the ‘hero of everybody’,New York Post,None,None,None,http://nypost.com/2018/04/29/duterte-calls-kim-jong-un-the-hero-of-everybody/
Sun Apr 29 14:55:39 2018,3,Top Trends,7,AP News - Philippines makes ban on workers…,Townhall.com,None,None,None,https://townhall.com/news/politics-elections/2018/04/29/philippines-makes-ban-on-workers-going-to-kuwait-permanent-n2475724
Sun Apr 29 14:55:39 2018,3,Top Trends,8,Filipinos in Kuwait elect Duterte in land­slide |…,www.pressreader.com,None,None,None,http://www.pressreader.com/kuwait/kuwait-times/20160510/281625304515981
Sun Apr 29 14:55:39 2018,3,Top Trends,9,Rodrigo Duterte praises Kim Jong-un for pledging to…,Firstpost,None,None,None,https://www.firstpost.com/world/rodrigo-duterte-praises-kim-jong-un-for-pledging-to-work-with-moon-jae-in-says-he-is-now-hero-of-everybody-4450169.html
Sun Apr 29 14:55:39 2018,3,Top Trends,10,Philippines’ Duterte calls North Korea’s Kim Jong…,Hindustan Times,None,None,None,https://www.hindustantimes.com/world-news/philippines-duterte-calls-north-korea-s-kim-jong-un-hero-of-everybody/story-y6aovhoa62hz7SFfSGyMhN.html
Sun Apr 29 14:59:46 2018,3,Politics,1,Migrant Caravan Prepares to Cross Border to Seek Asylum,NBC LA,"Sunday, April 29, 2018 at 12:00pm",2 hours ago,A group of demonstrators marched from Balboa Park to Chicano Park on Saturday to show solidarity with the migrant caravan that has made its…,https://www.nbclosangeles.com/news/politics/Migrant-Caravan-Supporters-Rally-in-San-Diego-481156621.html
Sun Apr 29 14:59:46 2018,3,Politics,2,Border Patrol: Members of caravan illegally entered…,Fox News,None,None,None,http://video.foxnews.com/v/5778132022001/
Sun Apr 29 14:59:46 2018,3,Politics,3,Migrant caravan prepares to reach the US-Mexico…,MSN,None,None,None,https://www.msn.com/en-us/news/us/migrant-caravan-prepares-to-reach-the-us-mexico-border-this-afternoon/ar-AAwvgki
Sun Apr 29 14:59:46 2018,3,Politics,4,Caravan asylum-seekers heading toward…,Fox News,None,None,None,http://www.foxnews.com/us/2018/04/29/caravan-asylum-seekers-heading-toward-showdown-on-us-border.html
Sun Apr 29 14:59:46 2018,3,Politics,5,"Caravan of Migrants, After Arduous Trip, Begins…",The New York Times,None,None,None,https://www.nytimes.com/2018/04/29/world/americas/mexico-caravan-trump.html
Sun Apr 29 14:59:46 2018,3,Politics,6,"Central Americans in migrant ""caravan"" face…",CBS News,None,None,None,https://www.cbsnews.com/news/central-americans-in-migrant-caravan-face-risks-by-seeking-asylum-at-southern-border/
Sun Apr 29 14:59:46 2018,3,Politics,7,Caravan of migrants reach US border - CNN Video,CNN,None,None,None,https://www.cnn.com/videos/us/2018/04/29/migrant-caravan-arrival-us-border-santiago-nr.cnn
Sun Apr 29 14:59:46 2018,3,Politics,8,Buses carrying Central American migrants roll to…,Fox News,None,None,None,http://www.foxnews.com/us/2018/04/29/buses-carrying-central-american-migrants-roll-to-us-border.html
Sun Apr 29 14:59:46 2018,3,Politics,9,Some Refugees 'Associated With' Caravan Illegally…,www.dailywire.com,None,None,None,https://www.dailywire.com/news/30009/some-refugees-associated-caravan-illegally-cross-joseph-curl
Sun Apr 29 14:59:46 2018,3,Politics,10,Central Americans will seek asylum at southern US…,KUTV 2News,None,None,None,http://kutv.com/news/nation-world/central-americans-will-seek-asylum-at-southern-us-border
Sun Apr 29 14:59:46 2018,3,Politics,1,"Britain, France and Germany agree on support for Iran nuclear deal",Reuters,"Sunday, April 29, 2018 at 8:18am",6 hours ago,"Britain, France and Germany have agreed that the nuclear deal that U.S. President Donald Trump has threatened to scrap remains the best way…",https://www.reuters.com/article/us-iran-nuclear-britain/britain-france-and-germany-agree-support-for-iran-nuclear-deal-idUSKBN1I00GE
Sun Apr 29 14:59:46 2018,3,Politics,2,"UK, France, Germany join to support Iran deal",The Hill,None,None,None,http://thehill.com/policy/international/385399-uk-france-germany-join-together-to-support-iran-deal
Sun Apr 29 14:59:46 2018,3,Politics,3,"Merkel, May and Macron in last-ditch effort to save…",Financial Times,None,None,None,https://www.ft.com/content/15469eb6-4bbf-11e8-97e4-13afc22d86d4
Sun Apr 29 14:59:46 2018,3,Politics,4,Merkel: Europe Will Push Back if Hit With Trade Tariffs,NBC Washington,None,None,None,https://www.nbcwashington.com/news/politics/Merkel-Europe-Push-Back-Trade-Tariffs-481181641.html
Sun Apr 29 14:59:46 2018,3,Politics,5,U.S. Allies Brace for Trade War as Tariff Negotiations…,The New York Times,None,None,None,https://www.nytimes.com/2018/04/29/us/politics/us-allies-trade-war-tariff-negotiations.html
Sun Apr 29 14:59:46 2018,3,Politics,6,MERKEL WARNS: The EU will 'defend its interests' if…,Business Insider,None,None,None,http://www.businessinsider.com/angela-merkel-european-union-trade-tariffs-trump-warning-2018-4
Sun Apr 29 14:59:46 2018,3,Politics,7,EU says 'decision time' for stalled eurozone reforms,Yahoo,None,None,None,https://www.yahoo.com/news/eu-says-decision-time-stalled-eurozone-reforms-164756319.html
Sun Apr 29 14:59:46 2018,3,Politics,8,European Leaders Reaffirm Commitment to Retaliate…,Bloomberg,None,None,None,https://www.bloomberg.com/news/articles/2018-04-29/european-leaders-reaffirm-commitment-to-retaliate-on-tariffs
Sun Apr 29 14:59:46 2018,3,Politics,9,Ross Says U.S. to Extend Duty Relief to Some…,Bloomberg,None,None,None,https://www.bloomberg.com/news/articles/2018-04-29/ross-says-u-s-to-extend-duty-relief-to-some-allies-but-not-all
Sun Apr 29 14:59:46 2018,3,Politics,10,"May, Macron and Merkel reaffirm backing for Iran…",Daily Mail,None,None,None,http://www.dailymail.co.uk/news/article-5671385/May-Macron-Merkel-reaffirm-backing-Iran-nuclear-deal-despite-opposition-Trump.html
Sun Apr 29 14:59:46 2018,3,Politics,1,Michelle Wolf Scorches White House Correspondents Dinner,Deadline Hollywood,"Saturday, April 28, 2018 at 10:54pm",16 hours ago,"Michelle Wolf scorched the Hinckley Hilton ballroom tonight in an X-rated takedown of the media, Democrats, and Republicans, – but mostly…",http://deadline.com/2018/04/michelle-wolf-donald-trump-white-house-correspondents-dinner-jake-tapper-sarah-huckabee-sanders-video-1202378764/
Sun Apr 29 14:59:46 2018,3,Politics,2,5 takeaways on Michelle Wolf's hugely…,CNN,None,None,None,https://www.cnn.com/2018/04/29/politics/michelle-wolf-whcd-takeaways/index.html
Sun Apr 29 14:59:46 2018,3,Politics,3,Michelle Wolf skewers Sarah Huckabee Sanders at the…,Vox,None,None,None,https://www.vox.com/policy-and-politics/2018/4/29/17298834/michelle-wolf-jokes-sarah-huckabee-sanders-whcd-maggie-haberman-press-aunt-lydia
Sun Apr 29 14:59:46 2018,3,Politics,4,Michelle Wolf Draws Laughs and Gasps at White House…,TIME,None,None,None,http://time.com/5258942/michelle-wolf-white-house-correspondents-dinner/
