timestamp,scrapeid,type,rank,title,source,publishedDate,timeSince,description,url
Wed May  2 20:39:50 2018,0,Top Trends,1,"Military cargo plane crashes near Savannah, Georgia",MSN,"Wednesday, May 2, 2018 at 12:15pm",8 hours ago,"Emergency crews are responding to a military cargo plane crash Wednesday near Savannah, Georgia, said a spokeswoman for the…",https://www.msn.com/en-us/news/us/military-cargo-plane-crashes-near-savannah-georgia/ar-AAwE2QZ
Wed May  2 20:39:50 2018,0,Top Trends,2,"Military cargo plane crashes in Georgia, killing 5",MSN,None,None,None,https://www.msn.com/en-us/news/us/military-cargo-plane-crashes-in-georgia-killing-5/ar-AAwE3Fn
Wed May  2 20:39:50 2018,0,Top Trends,3,5 Dead After C-130 Military Cargo Plane Crashes In…,Yahoo,None,None,None,https://www.yahoo.com/news/c130-military-cargo-plane-crashes-161103029.html
Wed May  2 20:39:50 2018,0,Top Trends,4,Military plane crash: Live updates,CNN,None,None,None,https://www.cnn.com/us/live-news/military-plane-crash-savannah/index.html
Wed May  2 20:39:50 2018,0,Top Trends,5,Nine killed when military plane crashes near…,CNN,None,None,None,https://www.cnn.com/2018/05/02/us/military-plane-crash-savannah-georgia/index.html
Wed May  2 20:39:50 2018,0,Top Trends,6,"Air National Guard cargo plane crashes in Georgia,…",USA TODAY,None,None,None,https://www.usatoday.com/story/news/nation/2018/05/02/air-national-guard-cargo-plane-crashes-georgia-reports/573252002/
Wed May  2 20:39:50 2018,0,Top Trends,7,At least 2 dead after military C-130 plane crashes near…,NBC News,None,None,None,https://www.nbcnews.com/news/us-news/military-c-130-plane-crashes-near-airport-savannah-georgia-n870786
Wed May  2 20:39:50 2018,0,Top Trends,8,"At least 5 dead after military plane crash in Savannah,…",ABC News,None,None,None,https://abcnews.go.com/US/130-cargo-plane-people-board-crashes-georgia/story?id=54882292
Wed May  2 20:39:50 2018,0,Top Trends,9,"Deadly military plane crash on Savannah, Georgia,…",CBS News,None,None,None,https://www.cbsnews.com/news/savannah-plane-crash-today-2018-05-02-live-updates/
Wed May  2 20:39:50 2018,0,Top Trends,10,Military plane carrying 9 crashes near Georgia…,Fox News,None,None,None,http://www.foxnews.com/us/2018/05/02/c-130-military-transport-plane-crashes-near-airport-in-savannah-faa-says.html
Wed May  2 20:39:50 2018,0,Top Trends,1,Men arrested at Starbucks settle for $1,BBC News,"Wednesday, May 2, 2018 at 12:40pm",8 hours ago,"The two black men will each receive $1 and $200,000 for a youth employment programme.",http://www.bbc.com/news/world-us-canada-43981366
Wed May  2 20:39:50 2018,0,Top Trends,2,Black men arrested at Philadelphia Starbucks…,CNN,None,None,None,https://www.cnn.com/2018/05/02/us/starbucks-arrest-agreements/index.html
Wed May  2 20:39:50 2018,0,Top Trends,3,Black men arrested in Starbucks settle with…,The Hill,None,None,None,http://thehill.com/business-a-lobbying/385858-black-men-arrested-in-starbucks-settle-with-philadelphia-for-1-each
Wed May  2 20:39:50 2018,0,Top Trends,4,Black men arrested at Starbucks settle with…,USA TODAY,None,None,None,https://www.usatoday.com/story/news/nation/2018/05/02/black-men-arrested-starbucks-settle-philadelphia-entrepreneurs/573470002/
Wed May  2 20:39:50 2018,0,Top Trends,5,Black men arrested at Starbucks settle for $1…,CBS News,None,None,None,https://www.cbsnews.com/news/black-men-arrested-starbucks-settle-for-1-each-promise-of-200k-program-philadelphia/
Wed May  2 20:39:50 2018,0,Top Trends,6,Black men arrested at Starbucks settle for $200K…,ABC7,None,None,None,http://abc7.com/3419369/
Wed May  2 20:39:50 2018,0,Top Trends,7,Black Men Arrested at Starbucks Settle for $1 Each,TIME,None,None,None,http://time.com/5263143/black-men-arrested-starbucks-settle/
Wed May  2 20:39:50 2018,0,Top Trends,8,Two black men arrested at Starbucks settle with…,Washington Post,None,None,None,https://www.washingtonpost.com/news/business/wp/2018/05/02/african-american-men-arrested-at-starbucks-reach-1-settlement-with-the-city-secure-promise-for-200000-grant-program-for-young-entrepreneurs/
Wed May  2 20:39:50 2018,0,Top Trends,9,Black men arrested at Starbucks settle with…,Pittsburgh Post-Gazette,None,None,None,http://www.post-gazette.com/news/state/2018/05/02/Black-men-arrested-Starbucks-settle-Philadelphia-city-pledge-young-entrepreneurs/stories/201805020148
Wed May  2 20:39:50 2018,0,Top Trends,10,Black men arrested at Philadelphia Starbucks…,philly.com,None,None,None,http://www.philly.com/philly/news/starbucks-arrest-black-men-settle-philadelphia-rashon-nelson-donte-robinson-20180502.html
Wed May  2 20:39:50 2018,0,Top Trends,1,"Dozens of quakes rattle Hawaii volcano, eruption possible",MSN,"Wednesday, May 2, 2018 at 4:56pm",3 hours ago,Dozens of earthquakes are rattling Hawaii's Kilauea Volcano as underground magma flows into a new area east of the Puu Oo vent.,https://www.msn.com/en-us/weather/topstories/dozens-of-quakes-rattle-hawaii-volcano-eruption-possible/ar-AAwEzwd
Wed May  2 20:39:50 2018,0,Top Trends,2,Kilauea volcano in Hawaii could erupt after…,CBS News,None,None,None,https://www.cbsnews.com/news/kilauea-volcano-in-hawaii-could-erupt-after-hundreds-of-small-earthquakes/
Wed May  2 20:39:50 2018,0,Top Trends,3,"Dozens of Quakes Rattle Hawaii Volcano, Eruption…",NBC Bay Area,None,None,None,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.nbcbayarea.com%2Fnews%2Flocal%2FDozens-of-quakes-rattle-Hawaii-volcano-eruption-possible-481562701.html&h=ATN2QnRJOB9eJO8PJRehjPLfO4U5A-vqCjsVwEJHVjhDO1r9EuyEBFHnI3-4qBde2FTJjReqi-FUvXdGCdP6dnMTVbrOOidWtcXNrkTgTZLparhls_Q
Wed May  2 20:39:50 2018,0,Top Trends,4,Kilauea Volcano eruption feared after Hawaii…,The Washington Times,None,None,None,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.washingtontimes.com%2Fnews%2F2018%2Fmay%2F2%2Fkilauea-volcano-eruption-feared-after-hawaii-earth%2F&h=ATPWLlOoM2feIlLU0eL41b0DoO9YGY9c68OUC2L3xVeAVzNfHob2DOIbbazEl_gdKkPuvAVw0xlZgVaV_eE7MX6nuyvUzJtKcMWFJ3FYuEcMY0IebsA
Wed May  2 20:39:50 2018,0,Top Trends,5,Activity on Hawaii volcano could indicate new eruption,KOMO News,None,None,None,https://l.facebook.com/l.php?u=http%3A%2F%2Fkomonews.com%2Fnews%2Fnation-world%2Factivity-on-hawaii-volcano-could-indicate-new-eruption&h=ATNgzve8HVFcoxliQWqbgX_H5LTHW-q2qu4gT56ZxMVOn6IOkNtZ8OAuM2XA8PN7I_-_dcVTdK6zPeYCiWBB9wDUVlumIjtQjSkKf53ZzrX-vUhOrqMBijZbo4alF7bh
Wed May  2 20:39:50 2018,0,Top Trends,6,Maui Now: BREAKING: Agencies Mobilize for…,MauiNow.com,None,None,None,https://l.facebook.com/l.php?u=http%3A%2F%2Fmauinow.com%2F2018%2F05%2F02%2Fagencies-mobilize-for-possible-volcanic-eruption-in-lower-puna%2F&h=ATMr8jIS7_k-5kGED-754Yz-YaodjD5Iw-I5vS7AO_A5oFs4iGpfIbly_BfKMFeU5Vh-srnK20lKbu9Ri6IQyXFTPjlBxum5tENv1CiCzWbNV25xKSU
Wed May  2 20:39:50 2018,0,Top Trends,7,Hawaii volcano eruption 2018: Is Kilauea volcano…,Daily Express,None,None,None,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.express.co.uk%2Fnews%2Fworld%2F954336%2FHawaii-volcano-eruption-update-latest-2018-Kilauea-volcano-lava-outbreak&h=ATMqsnsCOxH2HwevcM3YohYpSsfo_CJ1LGuAdiOZ8-Koh08XkxZGfzBSboR-nGonE4yA6Qde5XU7jZ0MZ15SmVBEUojW_hR-cYcFW6i7Y74PPNYVlY4
Wed May  2 20:39:50 2018,0,Top Trends,8,Is an eruption at Yellowstone getting closer?,The Weather Network,None,None,None,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.theweathernetwork.com%2Fus%2Fnews%2Farticles%2Fclimate-and-environment%2Fis-an-eruption-at-yellowstone-getting-closer%2F100678%2F&h=ATOahhMh4GmXHjp-qeTlinEgkOlDIPDFmWLxsqwnTTzKkJN4eNXgBIxqJSsJbpaAbmy254e5bkKzaUQEGP2X1oDXiqe-LFv7L1zShCUz52khCymYRBA
Wed May  2 20:39:50 2018,0,Top Trends,1,"Fed keeps key rate unchanged, says inflation near target",MSN,"Wednesday, May 2, 2018 at 1:24pm",7 hours ago,The Federal Reserve held interest rates steady Wednesday and expressed confidence that a recent rise in inflation to near the U.S.…,https://www.msn.com/en-us/money/markets/fed-keeps-key-rate-unchanged-says-inflation-near-target/ar-AAwEu1r
Wed May  2 20:39:50 2018,0,Top Trends,2,"Fed Leaves Rates Unchanged, Says Inflation…",Bloomberg,None,None,None,https://www.bloomberg.com/news/articles/2018-05-02/fed-leaves-rates-unchanged-says-inflation-close-to-target
Wed May  2 20:39:50 2018,0,Top Trends,3,"Fed leaves interest rates unchanged, says inflation…",Reuters,None,None,None,https://www.reuters.com/article/us-usa-fed/fed-keeps-interest-rates-unchanged-says-inflation-near-target-idUSKBN1I32K3
Wed May  2 20:39:50 2018,0,Top Trends,4,Fed holds rates steady as inflation picks up,Fox Business,None,None,None,https://www.foxbusiness.com/markets/fed-holds-rates-steady-as-inflation-picks-up
Wed May  2 20:39:50 2018,0,Top Trends,5,Fed holds rates steady but points to higher inflation,CNBC,None,None,None,https://www.cnbc.com/2018/05/02/fed-holds-rates-steady-but-points-to-higher-inflation.html
Wed May  2 20:39:50 2018,0,Top Trends,6,Fed leaves rates unchanged and says inflation is…,CNNMoney,None,None,None,http://money.cnn.com/2018/05/02/news/economy/us-interest-rates-may-fomc-meeting/index.html
Wed May  2 20:39:50 2018,0,Top Trends,7,"Fed holds interest rates steady, noting rising…",CBS News,None,None,None,https://www.cbsnews.com/news/fed-interest-rates-hold-steady-today-despite-rising-inflation/
Wed May  2 20:39:50 2018,0,Top Trends,8,"Fed holds interest rates steady, says inflation is…",Business Insider,None,None,None,http://www.businessinsider.com/federal-reserve-statement-may-2018-2018-5
Wed May  2 20:39:50 2018,0,Top Trends,9,Federal Reserve keeps interest rates unchanged,Yahoo Finance,None,None,None,https://finance.yahoo.com/news/here-comes-the-fed-174246579.html
Wed May  2 20:39:50 2018,0,Top Trends,10,Text of May FOMC statement,MarketWatch,None,None,None,https://www.marketwatch.com/story/text-of-may-fomc-statement-2018-05-02
Wed May  2 20:39:50 2018,0,Top Trends,1,Southwest Flight 957 makes unplanned landing with broken window,CNN,"Wednesday, May 2, 2018 at 10:49am",9 hours ago,"A Southwest Airlines flight from Chicago to Newark, New Jersey, made an unplanned landing Wednesday after a window cracked, the Federal…",https://www.cnn.com/2018/05/02/us/southwest-flight-957-unplanned-landing/index.html
Wed May  2 20:39:50 2018,0,Top Trends,2,Southwest Airlines flight diverts to Cleveland due…,MSN,None,None,None,https://www.msn.com/en-us/news/us/southwest-airlines-flight-diverts-to-cleveland-due-to-broken-window/ar-AAwE0il
Wed May  2 20:39:50 2018,0,Top Trends,3,Southwest Flight from Chicago Diverted Due to…,NBC Chicago,None,None,None,https://www.nbcchicago.com/news/local/Southwest-Flight-from-Chicago-Diverted-Due-to-Window-Issue-481511381.html
Wed May  2 20:39:50 2018,0,Top Trends,4,Southwest flight from Chicago diverted to…,ABC7 News,None,None,None,http://abc7news.com/3419189/
Wed May  2 20:39:50 2018,0,Top Trends,5,"Southwest Flight Diverted, Lands Safely After…",NBC Washington,None,None,None,https://www.nbcwashington.com/news/national-international/Southwest-Flight-from-Chicago-Diverted-Due-to-Window-Issue-481511381.html
Wed May  2 20:39:50 2018,0,Top Trends,6,Southwest plane with cracked window forced to…,NBC News,None,None,None,https://www.nbcnews.com/news/us-news/southwest-plane-cracked-window-forced-make-emergency-landing-n870791
Wed May  2 20:39:50 2018,0,Top Trends,7,A Southwest Airlines Flight Had To Make An…,BuzzFeed,None,None,None,https://www.buzzfeed.com/juliareinstein/southwest-window-broken-landing-airlines-airplane
Wed May  2 20:39:50 2018,0,Top Trends,8,"Southwest flight lands after window breaks, airline…",New York Post,None,None,None,http://nypost.com/2018/05/02/southwest-airlines-flight-makes-emergency-landing-due-to-broken-window/
Wed May  2 20:39:50 2018,0,Top Trends,9,Passengers heard window popping on Southwest plane,Yahoo Finance,None,None,None,https://finance.yahoo.com/news/southwest-plane-cracked-window-diverted-cleveland-160640720--finance.html
Wed May  2 20:39:50 2018,0,Top Trends,10,Broken window on Southwest flight to…,NJ.com,None,None,None,http://www.nj.com/news/index.ssf/2018/05/newark-bound_flight_makes_emergency_landing_after.html
Wed May  2 20:44:13 2018,0,Politics,1,Clinton: Being a capitalist 'probably' hurt me with Dem voters,The Hill,"Wednesday, May 2, 2018 at 5:09pm",3 hours ago,Former Democratic presidential nominee Hillary Clinton says identifying as a capitalist hurt her in the 2016 campaign.,http://thehill.com/blogs/blog-briefing-room/385942-clinton-being-a-capitalist-probably-hurt-her-2016-election-prospects
Wed May  2 20:44:13 2018,0,Politics,2,Republican House members seek Nobel Peace Prize…,Boston Herald,None,None,None,http://www.bostonherald.com/news/us_politics/2018/05/republican_house_members_seek_nobel_peace_prize_for_trump
Wed May  2 20:44:13 2018,0,Politics,3,When Milwaukee had a real snowstorm in mid-May —…,Milwaukee Journal Sentinel,None,None,None,https://www.jsonline.com/story/life/green-sheet/2018/05/02/when-milwaukee-had-real-snowstorm-mid-may-blizzard-waukesha-pewaukee/571355002/
Wed May  2 20:44:13 2018,0,Politics,4,NASCAR suspends Spencer Gallagher for failed drug…,Detroit Free Press,None,None,None,https://www.freep.com/story/sports/nascar/2018/05/02/nascar-suspends-xfinity-driver-spencer-gallagher-failed-drug-test/572733002/
Wed May  2 20:44:13 2018,0,Politics,5,Team Trump Aided Harbinger Founder…,Forbes,None,None,None,https://www.forbes.com/sites/muhammadcohen/2018/05/02/team-trump-aided-harbinger-founder-falcones-vietnam-casino-and-thats-normal/
Wed May  2 20:44:13 2018,0,Politics,6,Hillary Clinton: Being a Capitalist ‘Probably’ Hurt…,The Daily Beast,None,None,None,https://www.thedailybeast.com/hillary-clinton-being-a-capitalist-probably-hurt-me-in-primary-because-many-democrats-are-socialists
Wed May  2 20:44:13 2018,0,Politics,7,"Campos-Duffy: Trump Was Elected, 'Nobody Cares'…",Fox News Insider,None,None,None,http://insider.foxnews.com/2018/05/02/rachel-campos-duffy-dismisses-jerry-browns-comments-immigration-migrant-caravan
Wed May  2 20:44:13 2018,0,Politics,8,The Kanye Effect -- Black Male Approval For Trump…,The Daily Caller,None,None,None,http://dailycaller.com/2018/05/02/reuters-poll-black-male-approval-for-trump-doubles-in-one-week/
Wed May  2 20:44:13 2018,0,Politics,9,Spring storm brings Valley showers; high country…,azfamily 3TV CBS 5,None,None,None,http://www.azfamily.com/story/38096365/spring-storm-brings-valley-showers-high-country-snow-and-ice
Wed May  2 20:44:13 2018,0,Politics,10,WATCH: Hillary Clinton's New Excuse On Why She…,www.dailywire.com,None,None,None,https://www.dailywire.com/news/30174/watch-hillary-clintons-new-excuse-why-she-lost-ryan-saavedra
Wed May  2 20:44:13 2018,0,Politics,1,Trump Replaces Ty Cobb With Clinton Impeachment Lawyer,HuffPost,"Wednesday, May 2, 2018 at 12:04pm",8 hours ago,"Emmet T. Flood is slated to replace Cobb, who has led the White House's interactions with special counsel Robert Mueller's office.",https://www.huffingtonpost.com/entry/trump-cobb-flood-mueller_us_5ae9e922e4b022f71a04650d
Wed May  2 20:44:13 2018,0,Politics,2,Trump loses another Russia probe lawyer,BBC News,None,None,None,http://www.bbc.com/news/world-us-canada-43984180
Wed May  2 20:44:13 2018,0,Politics,3,Trump hires Clinton impeachment lawyer to…,NBC News,None,None,None,https://www.nbcnews.com/politics/white-house/key-trump-lawyer-handling-russia-investigation-announces-retirement-n870811
Wed May  2 20:44:13 2018,0,Politics,4,Ty Cobb out as Trump moves to hire Clinton…,The Hill,None,None,None,http://thehill.com/homenews/administration/385855-trump-to-hire-clinton-impeachment-lawyer-to-replace-retiring-wh
Wed May  2 20:44:13 2018,0,Politics,5,Trump hires Clinton impeachment lawyer…,POLITICO,None,None,None,https://www.politico.com/story/2018/05/02/ty-cobb-resigns-565621
Wed May  2 20:44:13 2018,0,Politics,6,Trump Lawyer Ty Cobb Is Leaving the White House,The Daily Beast,None,None,None,https://www.thedailybeast.com/trump-lawyer-ty-cobb-is-leaving-the-white-house
Wed May  2 20:44:13 2018,0,Politics,7,"Trump Adds Clinton Impeachment Lawyer,…",The New York Times,None,None,None,https://www.nytimes.com/2018/05/02/us/politics/emmet-flood-ty-cobb-white-house-lawyer-special-counsel.html
Wed May  2 20:44:13 2018,0,Politics,8,Ty Cobb exits Trump’s legal team,Vox,None,None,None,https://www.vox.com/2018/5/2/17156224/ty-cobb-resigns-trump-mueller
